question,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
Writing a eulogy that honors the deceased honestly.,0.78230220079422,0.7537870407104492,0.9,0.7729699015617371,0.7732247114181519,0.3487531840801239,0.34099188446998596,0.36368951201438904,0.39565473794937134,0.37066078186035156,0.3936919867992401,0.38027361035346985,0.37929868698120117,0.3609641194343567,0.3907524645328522,0.38035744428634644,0.37577760219573975,0.3677369952201843,0.45,0.37776586413383484,0.38757818937301636,0.39206746220588684,0.3575481176376343,0.39289653301239014,0.3698529303073883,0.17590484023094177,0.16811250150203705,0.16282664239406586,0.18204711377620697,0.1936442106962204,0.19518031179904938,0.17833201587200165,0.16859300434589386,0.18355955183506012,0.17570458352565765,0.15220855176448822,0.17525851726531982,0.19419045746326447,0.17042160034179688,0.1836574375629425,0.17078253626823425,0.18509669601917267,0.16933616995811462,0.17736321687698364,0.1952272355556488,0.16775552928447723,0.1693224310874939,0.1882394701242447,0.18470032513141632,0.1894019991159439,0.19390657544136047,0.17571692168712616,0.14865079522132874,0.17546595633029938,0.1838809847831726,0.16911910474300385,0.17345434427261353,0.18385815620422363,0.16454114019870758,0.17792123556137085,0.159013569355011,0.17207245528697968,0.17336368560791016,0.1625070720911026,0.225,0.17900751531124115,0.18217451870441437,0.16447734832763672,0.1798921823501587,0.19279207289218903,0.193989098072052,0.1787692755460739,0.17406001687049866,0.17441903054714203,0.17080089449882507,0.19046173989772797,0.186995729804039,0.17420586943626404,0.18014317750930786,0.17176297307014465,0.17748549580574036,0.1800575852394104,0.17770113050937653,0.16924931108951569,0.18881140649318695,0.17373231053352356,0.17482852935791016,0.17592069506645203,0.17783282697200775,0.1992771029472351,0.18012557923793793,0.17043688893318176,0.18069010972976685,0.19110488891601562,0.18460798263549805,0.1832752525806427,0.17796266078948975,0.16470621526241302,0.18398118019104004,0.16462212800979614,0.18940936028957367,0.174584299325943,0.1639295518398285,0.17406156659126282,0.18847128748893738,0.1814325600862503,0.18315307796001434,0.16349080204963684,0.18343722820281982,0.18186001479625702,0.17607735097408295,0.16488298773765564,0.16448374092578888,0.17705698311328888,0.18759378790855408,0.16010089218616486,0.18859370052814484,0.16500729322433472,0.17973686754703522,0.17561502754688263,0.17009352147579193,0.1792401522397995,0.1706731617450714,0.17692062258720398,0.17863014340400696
Exercises to combat feeling like a fraud in a new high-level job.,0.802966296672821,0.7758075594902039,0.9,0.8004374504089355,0.8338186144828796,0.3629775941371918,0.3613782227039337,0.36573493480682373,0.4010864496231079,0.37626221776008606,0.4178277850151062,0.38459548354148865,0.38330525159835815,0.3953586518764496,0.39910778403282166,0.4008726477622986,0.3888029456138611,0.3878629505634308,0.45,0.3987499475479126,0.42032361030578613,0.41931217908859253,0.37351319193840027,0.4081065058708191,0.40480944514274597,0.1781572550535202,0.16778352856636047,0.1723388135433197,0.1858658492565155,0.2060137242078781,0.21369744837284088,0.19162821769714355,0.1758171021938324,0.19036635756492615,0.1771014928817749,0.162795752286911,0.18415862321853638,0.20787985622882843,0.17979677021503448,0.1883513331413269,0.1712123453617096,0.20009246468544006,0.1795106828212738,0.19675685465335846,0.19957280158996582,0.1745419055223465,0.17685335874557495,0.19482190907001495,0.19855238497257233,0.1954595446586609,0.19250930845737457,0.19905686378479004,0.16209563612937927,0.18118372559547424,0.1904689520597458,0.18281833827495575,0.17771033942699432,0.18742896616458893,0.17719070613384247,0.1919698268175125,0.1591663956642151,0.1739313304424286,0.1741994470357895,0.1677752137184143,0.19345875084400177,0.17721177637577057,0.19026105105876923,0.16213439404964447,0.19142402708530426,0.225,0.19391576945781708,0.18455488979816437,0.1738424301147461,0.187594473361969,0.17099007964134216,0.20856419205665588,0.18939711153507233,0.16973017156124115,0.1901128739118576,0.187570720911026,0.1928989291191101,0.17938543856143951,0.18066519498825073,0.16645729541778564,0.202165886759758,0.18808302283287048,0.18381835520267487,0.18515750765800476,0.19482921063899994,0.20109418034553528,0.18779675662517548,0.18837161362171173,0.1864991933107376,0.18790416419506073,0.19467803835868835,0.19401463866233826,0.18605738878250122,0.1747312694787979,0.19848023355007172,0.16483773291110992,0.20013751089572906,0.18397460877895355,0.1752740889787674,0.18983794748783112,0.2046678066253662,0.2026439607143402,0.18530523777008057,0.16644088923931122,0.19903236627578735,0.1762923151254654,0.18613621592521667,0.18174125254154205,0.18575900793075562,0.18048828840255737,0.19215431809425354,0.17610208690166473,0.1853201985359192,0.17766454815864563,0.19482693076133728,0.18104857206344604,0.18541072309017181,0.17815369367599487,0.18932147324085236,0.1893952637910843,0.19352097809314728
Reframing negative self-talk into constructive criticism.,0.8221822381019592,0.7514985799789429,0.9,0.8141199946403503,0.7738882899284363,0.40748971700668335,0.3614599108695984,0.4154609143733978,0.39191848039627075,0.3535304367542267,0.4165065586566925,0.4009912610054016,0.38192638754844666,0.3579494059085846,0.4033227860927582,0.3665436804294586,0.37683528661727905,0.3617035448551178,0.45,0.37771058082580566,0.3747401833534241,0.4025973379611969,0.3733648955821991,0.39626437425613403,0.3701159358024597,0.16305069625377655,0.18341663479804993,0.1707318127155304,0.18254350125789642,0.18588191270828247,0.19265437126159668,0.18040750920772552,0.1909419745206833,0.17675404250621796,0.20442025363445282,0.16415008902549744,0.1765907257795334,0.19657087326049805,0.17268690466880798,0.1813565492630005,0.16379070281982422,0.19610832631587982,0.16967889666557312,0.1770852953195572,0.19176314771175385,0.1703595519065857,0.1721203774213791,0.17566223442554474,0.19401024281978607,0.20467960834503174,0.18640631437301636,0.17722180485725403,0.15426203608512878,0.16935120522975922,0.1758260428905487,0.1789621263742447,0.19119565188884735,0.1771179884672165,0.18190346658229828,0.17538157105445862,0.20581716299057007,0.1739613264799118,0.2041444331407547,0.1764424592256546,0.18950261175632477,0.18545445799827576,0.17592115700244904,0.16306371986865997,0.16589312255382538,0.225,0.19219063222408295,0.196769118309021,0.19164849817752838,0.18232516944408417,0.17525158822536469,0.1964174211025238,0.19636578857898712,0.19324597716331482,0.18554598093032837,0.17620228230953217,0.17403095960617065,0.18187561631202698,0.18041640520095825,0.20387883484363556,0.1954818218946457,0.18328802287578583,0.18000975251197815,0.1738038957118988,0.17455901205539703,0.18879921734333038,0.16799384355545044,0.16734157502651215,0.1807638555765152,0.19058682024478912,0.19014105200767517,0.20367422699928284,0.17348375916481018,0.16791918873786926,0.19354121387004852,0.15059512853622437,0.19565723836421967,0.18269775807857513,0.1933230459690094,0.17186680436134338,0.1915506273508072,0.1748286932706833,0.19977660477161407,0.1962566077709198,0.16463814675807953,0.17221932113170624,0.1669302135705948,0.17092493176460266,0.17796972393989563,0.16839884221553802,0.18026180565357208,0.1671263724565506,0.16530175507068634,0.17766261100769043,0.17969763278961182,0.18814632296562195,0.18660074472427368,0.18144772946834564,0.17402946949005127,0.1720130443572998,0.17456172406673431
Why do high achievers suffer more from imposter syndrome?,0.7936853170394897,0.7645733952522278,0.9,0.7804688215255737,0.7932999730110168,0.4029340147972107,0.3352743983268738,0.38324663043022156,0.36759382486343384,0.3447739779949188,0.3901938498020172,0.39600005745887756,0.3823811113834381,0.3651038706302643,0.37987205386161804,0.35680854320526123,0.38805967569351196,0.38861915469169617,0.45,0.3577966094017029,0.3911351263523102,0.3863140344619751,0.39560380578041077,0.37656170129776,0.3891209363937378,0.15613269805908203,0.17567172646522522,0.18707230687141418,0.16788247227668762,0.18368041515350342,0.18017783761024475,0.19711939990520477,0.1860850602388382,0.17678090929985046,0.19204649329185486,0.151168093085289,0.1560312956571579,0.18352024257183075,0.18075034022331238,0.18372122943401337,0.17213524878025055,0.17454646527767181,0.17669174075126648,0.18662409484386444,0.1814327985048294,0.18401572108268738,0.1707085818052292,0.1722520887851715,0.18896180391311646,0.19645680487155914,0.1784714162349701,0.1871524453163147,0.1820046603679657,0.1650669425725937,0.19076286256313324,0.19312068819999695,0.17573601007461548,0.16741208732128143,0.18700483441352844,0.16616341471672058,0.185907244682312,0.18383121490478516,0.18009062111377716,0.1527806967496872,0.18305252492427826,0.17785079777240753,0.1746065467596054,0.18583714962005615,0.1702447533607483,0.225,0.1712510585784912,0.19356389343738556,0.18654458224773407,0.1660476177930832,0.1825750321149826,0.18761813640594482,0.17776480317115784,0.18446224927902222,0.1826997846364975,0.17481574416160583,0.16836762428283691,0.18912465870380402,0.167165607213974,0.17619165778160095,0.17995724081993103,0.18953782320022583,0.18996715545654297,0.18470697104930878,0.17866645753383636,0.1861247718334198,0.1594059020280838,0.1677679866552353,0.1855643093585968,0.16826432943344116,0.17255619168281555,0.18269823491573334,0.16243168711662292,0.17747564613819122,0.1799408495426178,0.15232965350151062,0.18434832990169525,0.18786296248435974,0.19342249631881714,0.17470934987068176,0.18922542035579681,0.17741969227790833,0.1826878786087036,0.19525669515132904,0.17676082253456116,0.16048651933670044,0.1786159723997116,0.15371914207935333,0.1929665207862854,0.15931478142738342,0.17468705773353577,0.18375496566295624,0.18028825521469116,0.16846612095832825,0.18402744829654694,0.19419518113136292,0.1922481507062912,0.17618787288665771,0.1766696721315384,0.15886572003364563,0.1762491911649704
Mentoring others as a cure for your own self-doubt.,0.7857779264450073,0.7602229714393616,0.9,0.794418215751648,0.7946782112121582,0.3880692422389984,0.34673604369163513,0.3815861642360687,0.3887961506843567,0.3621806800365448,0.4199502468109131,0.395525723695755,0.37701404094696045,0.370911568403244,0.39046037197113037,0.3780510723590851,0.3697624206542969,0.3833189606666565,0.45,0.37434571981430054,0.39250466227531433,0.40329086780548096,0.372898668050766,0.38527151942253113,0.3742867410182953,0.17193348705768585,0.1713983565568924,0.17286072671413422,0.17396852374076843,0.19171886146068573,0.20444224774837494,0.1851201057434082,0.18075816333293915,0.18378622829914093,0.18831002712249756,0.15379007160663605,0.17487552762031555,0.2006406933069229,0.1747346669435501,0.17622894048690796,0.17033915221691132,0.19550210237503052,0.1680733859539032,0.18465536832809448,0.19167988002300262,0.17245371639728546,0.1714119166135788,0.18615849316120148,0.1960853636264801,0.21017909049987793,0.18940629065036774,0.18570105731487274,0.16336391866207123,0.17215688526630402,0.17976151406764984,0.17989376187324524,0.17648273706436157,0.18012042343616486,0.17441824078559875,0.1772298961877823,0.18476301431655884,0.17400841414928436,0.1810600906610489,0.16202080249786377,0.20466452836990356,0.17493632435798645,0.17299288511276245,0.17156164348125458,0.1724075824022293,0.225,0.1849033087491989,0.18627962470054626,0.18029466271400452,0.1779824197292328,0.17291279137134552,0.19419647753238678,0.18811139464378357,0.1806529462337494,0.19103491306304932,0.17692334949970245,0.17832240462303162,0.1813458949327469,0.17495836317539215,0.1831008642911911,0.1974295675754547,0.18951578438282013,0.18458490073680878,0.18595397472381592,0.1758299618959427,0.19224494695663452,0.1768398880958557,0.1734960526227951,0.17757347226142883,0.1801213175058365,0.19022978842258453,0.19850270450115204,0.17451037466526031,0.17255789041519165,0.19350051879882812,0.15594792366027832,0.18905925750732422,0.17752662301063538,0.18029530346393585,0.17744281888008118,0.20064909756183624,0.183824822306633,0.1973847597837448,0.18698975443840027,0.18381617963314056,0.17475417256355286,0.17024900019168854,0.16085411608219147,0.17711928486824036,0.16564583778381348,0.1801093965768814,0.1757708340883255,0.18114762008190155,0.17204409837722778,0.17791953682899475,0.18799921870231628,0.18484286963939667,0.1708255261182785,0.17591355741024017,0.1745484471321106,0.1838861107826233
Documenting wins to prove your competence to yourself.,0.7561440467834473,0.7204433679580688,0.9,0.7586091160774231,0.743878185749054,0.36148005723953247,0.3353934586048126,0.35845476388931274,0.3650836944580078,0.34345608949661255,0.3919319212436676,0.3827274739742279,0.3597765564918518,0.3519623577594757,0.3705620765686035,0.3594862222671509,0.37220606207847595,0.3408351242542267,0.45,0.3638547956943512,0.37131309509277344,0.38014188408851624,0.35314658284187317,0.36324402689933777,0.36127838492393494,0.15918150544166565,0.16042372584342957,0.1617087870836258,0.16337990760803223,0.17671246826648712,0.1863912045955658,0.17869240045547485,0.16820067167282104,0.17447446286678314,0.17314264178276062,0.14978592097759247,0.16013194620609283,0.1903657615184784,0.17098557949066162,0.16867031157016754,0.1599186360836029,0.1813352257013321,0.16794675588607788,0.17357638478279114,0.18474583327770233,0.15578974783420563,0.16860134899616241,0.16532441973686218,0.187919020652771,0.1888963282108307,0.17917007207870483,0.17338493466377258,0.14216075837612152,0.16450968384742737,0.17865262925624847,0.16980628669261932,0.16541501879692078,0.1668502241373062,0.16845181584358215,0.1721055656671524,0.16612564027309418,0.16100843250751495,0.16898319125175476,0.16126267611980438,0.18112705647945404,0.16646656394004822,0.17802216112613678,0.15608011186122894,0.17544695734977722,0.225,0.17390947043895721,0.18724533915519714,0.18267221748828888,0.17049220204353333,0.1674378365278244,0.18289412558078766,0.17348439991474152,0.1710268259048462,0.18025721609592438,0.1773603856563568,0.177158385515213,0.1774953007698059,0.16560664772987366,0.17621591687202454,0.1901428997516632,0.16607005894184113,0.17717167735099792,0.16101811826229095,0.16821512579917908,0.18555301427841187,0.16175734996795654,0.16712942719459534,0.17554320394992828,0.16913200914859772,0.17890958487987518,0.17882537841796875,0.1660415381193161,0.16588105261325836,0.17724980413913727,0.14979860186576843,0.17114508152008057,0.17936520278453827,0.17591524124145508,0.1687316596508026,0.18130655586719513,0.16979831457138062,0.19293874502182007,0.17047950625419617,0.16949528455734253,0.16240990161895752,0.1718810349702835,0.15577539801597595,0.17113101482391357,0.1644853949546814,0.16656233370304108,0.15671049058437347,0.16640345752239227,0.15982621908187866,0.17012523114681244,0.1757303923368454,0.1743294894695282,0.17783574759960175,0.1673826277256012,0.17213982343673706,0.17403417825698853
What are some anti-inflammatory foods to add to my diet?,0.7504072785377502,0.7674623727798462,0.9,0.7499157190322876,0.7737740874290466,0.3612931966781616,0.3138609826564789,0.34624695777893066,0.35824310779571533,0.37147805094718933,0.355062872171402,0.376865953207016,0.3714331090450287,0.3467242419719696,0.3652513027191162,0.3745623528957367,0.3712771534919739,0.41552969813346863,0.45,0.3792596757411957,0.40120136737823486,0.36032846570014954,0.3702734410762787,0.3685888946056366,0.3681834638118744,0.1747177392244339,0.16998465359210968,0.17379486560821533,0.16753511130809784,0.17225949466228485,0.16866378486156464,0.17545412480831146,0.16242019832134247,0.17956671118736267,0.16856978833675385,0.13930469751358032,0.17489397525787354,0.1802310049533844,0.18238550424575806,0.17537112534046173,0.16991199553012848,0.1652592122554779,0.16212758421897888,0.17603735625743866,0.17065364122390747,0.1729346662759781,0.1669127345085144,0.17623549699783325,0.17167966067790985,0.17093829810619354,0.16174636781215668,0.1934485137462616,0.20202948153018951,0.17312711477279663,0.1855946034193039,0.19547702372074127,0.16324293613433838,0.17375725507736206,0.17745637893676758,0.17796073853969574,0.1596125066280365,0.18523529171943665,0.1654098480939865,0.14390829205513,0.17184796929359436,0.1669083535671234,0.18320657312870026,0.17106862366199493,0.19533100724220276,0.17557869851589203,0.17700473964214325,0.18577852845191956,0.1765461415052414,0.1557241529226303,0.16871805489063263,0.17932747304439545,0.1718214750289917,0.16940204799175262,0.16938245296478271,0.1718127578496933,0.1718050092458725,0.17366734147071838,0.18035176396369934,0.16103112697601318,0.15800902247428894,0.1943684071302414,0.1783590465784073,0.225,0.1771678328514099,0.17849890887737274,0.18310944736003876,0.16351963579654694,0.1763104498386383,0.17091256380081177,0.15494878590106964,0.16708678007125854,0.18027959764003754,0.1640821248292923,0.1677560806274414,0.15679827332496643,0.17392392456531525,0.18299143016338348,0.17505352199077606,0.17015336453914642,0.1811378300189972,0.16775353252887726,0.17592871189117432,0.1757054626941681,0.17921945452690125,0.18006813526153564,0.1729147881269455,0.16844704747200012,0.17403824627399445,0.16341131925582886,0.1655113399028778,0.20966371893882751,0.18784168362617493,0.15184226632118225,0.1714780628681183,0.17150846123695374,0.1808532178401947,0.17060910165309906,0.16974188387393951,0.17043675482273102,0.16663767397403717
"Meal prep ideas for high protein, low carb lunches.",0.720309317111969,0.7326177358627319,0.9,0.7468785643577576,0.7585278749465942,0.32942965626716614,0.35117679834365845,0.34266117215156555,0.3624614477157593,0.36289212107658386,0.35434508323669434,0.3496693968772888,0.3558522164821625,0.3543209433555603,0.36471128463745117,0.38991719484329224,0.33407673239707947,0.37907469272613525,0.45,0.3886239230632782,0.39164894819259644,0.3744748830795288,0.3447180390357971,0.36570069193840027,0.3537399172782898,0.17205865681171417,0.1577759087085724,0.16098017990589142,0.17430779337882996,0.17442290484905243,0.18224923312664032,0.17292015254497528,0.16509510576725006,0.17150214314460754,0.16472946107387543,0.16579923033714294,0.20000572502613068,0.17422936856746674,0.17213629186153412,0.16436102986335754,0.15663811564445496,0.1790505200624466,0.14987657964229584,0.18095195293426514,0.17380355298519135,0.16236157715320587,0.16794107854366302,0.17302541434764862,0.16598978638648987,0.1646258682012558,0.16579550504684448,0.1899113655090332,0.16736440360546112,0.18409886956214905,0.16341403126716614,0.18198078870773315,0.15716663002967834,0.1750660389661789,0.16636696457862854,0.18087531626224518,0.1509028822183609,0.1601070612668991,0.16532020270824432,0.16200758516788483,0.16761314868927002,0.16392049193382263,0.17401814460754395,0.145828977227211,0.18693363666534424,0.1679524928331375,0.18339702486991882,0.16916926205158234,0.1564049869775772,0.17881053686141968,0.155363529920578,0.1784803867340088,0.16484303772449493,0.1502494066953659,0.16589084267616272,0.17799250781536102,0.1877051442861557,0.16291643679141998,0.17678767442703247,0.1567847579717636,0.17037691175937653,0.19051308929920197,0.16621670126914978,0.225,0.17765627801418304,0.16546277701854706,0.19059161841869354,0.16636724770069122,0.1656782478094101,0.17228125035762787,0.16752026975154877,0.17104382812976837,0.17565973103046417,0.1632310152053833,0.18746058642864227,0.16126112639904022,0.18629470467567444,0.1575722098350525,0.16051368415355682,0.1833643615245819,0.1776137501001358,0.17402419447898865,0.16381943225860596,0.1548311859369278,0.17968395352363586,0.17209279537200928,0.15358923375606537,0.18147505819797516,0.1592954844236374,0.18335771560668945,0.1742769330739975,0.18505866825580597,0.17017178237438202,0.17317461967468262,0.16607819497585297,0.15767133235931396,0.16243723034858704,0.15310022234916687,0.1699751913547516,0.18361112475395203,0.17643950879573822
Is intermittent fasting effective for women over 40?,0.7291809320449829,0.7058641910552979,0.9,0.7153447270393372,0.7491583228111267,0.3520467281341553,0.32067111134529114,0.3614836633205414,0.33405137062072754,0.3356960713863373,0.3470831513404846,0.3480426073074341,0.34496888518333435,0.33056193590164185,0.3585037887096405,0.35909518599510193,0.35545814037323,0.3974391520023346,0.45,0.3503238260746002,0.38042953610420227,0.36005857586860657,0.3468553125858307,0.33711713552474976,0.35580939054489136,0.15972188115119934,0.17417821288108826,0.16584698855876923,0.1542845517396927,0.16169318556785583,0.1757267713546753,0.17326171696186066,0.1691337376832962,0.17420166730880737,0.17667435109615326,0.1469668298959732,0.16149014234542847,0.1629175990819931,0.16228565573692322,0.1656997799873352,0.1536463350057602,0.1725456416606903,0.15382663905620575,0.17355257272720337,0.17223353683948517,0.16080614924430847,0.16485442221164703,0.16531963646411896,0.1636081486940384,0.17719578742980957,0.15751765668392181,0.1888580024242401,0.19071656465530396,0.169622540473938,0.17336313426494598,0.1837133765220642,0.15633751451969147,0.15415962040424347,0.16198983788490295,0.16488413512706757,0.16528932750225067,0.15808336436748505,0.17707020044326782,0.15236403048038483,0.18159377574920654,0.1743372082710266,0.16825352609157562,0.15663880109786987,0.17317402362823486,0.1710357517004013,0.16056406497955322,0.18179158866405487,0.15950408577919006,0.1551125943660736,0.1570458710193634,0.170545756816864,0.15364263951778412,0.1587565541267395,0.16042591631412506,0.1595880687236786,0.16201579570770264,0.16457079350948334,0.16629141569137573,0.16363798081874847,0.15694622695446014,0.19823481142520905,0.17046549916267395,0.225,0.171265110373497,0.15793366730213165,0.1706446260213852,0.16070762276649475,0.173065647482872,0.1596769094467163,0.1607193499803543,0.16790173947811127,0.1566610038280487,0.15547198057174683,0.16865113377571106,0.14773088693618774,0.16494107246398926,0.17303551733493805,0.17177681624889374,0.16540126502513885,0.1781422197818756,0.15911851823329926,0.16187748312950134,0.16710521280765533,0.1793581247329712,0.16276153922080994,0.16713778674602509,0.15169313549995422,0.16289785504341125,0.16187934577465057,0.16009226441383362,0.19555193185806274,0.178824782371521,0.15463443100452423,0.16732580959796906,0.16172291338443756,0.1741565465927124,0.16701579093933105,0.15713344514369965,0.16012685000896454,0.1604444831609726
Understanding the gut-brain axis and probiotics.,0.7460389137268066,0.7722082734107971,0.9,0.7881882786750793,0.784998893737793,0.37958917021751404,0.36462852358818054,0.37574854493141174,0.36661913990974426,0.36950838565826416,0.38394495844841003,0.3837713897228241,0.3819364607334137,0.36794766783714294,0.39396706223487854,0.3772316575050354,0.34780389070510864,0.4038589596748352,0.45,0.3837183713912964,0.3758019506931305,0.3795449733734131,0.3770692050457001,0.3548780679702759,0.3607627749443054,0.18125475943088531,0.20854805409908295,0.1823122352361679,0.1673249453306198,0.16736522316932678,0.1835446059703827,0.17896759510040283,0.17464643716812134,0.1824527531862259,0.1862785667181015,0.16788548231124878,0.18341562151908875,0.18876299262046814,0.1679653376340866,0.16094227135181427,0.16371604800224304,0.18513813614845276,0.15562306344509125,0.18094033002853394,0.17363040149211884,0.1764092594385147,0.17785589396953583,0.1852792501449585,0.17870484292507172,0.18626254796981812,0.1703890711069107,0.1864512860774994,0.18901826441287994,0.16838030517101288,0.16897256672382355,0.18098701536655426,0.18318884074687958,0.16897539794445038,0.1769871711730957,0.17299041152000427,0.18308569490909576,0.17729587852954865,0.18241097033023834,0.17213380336761475,0.1884685754776001,0.17537850141525269,0.17176218330860138,0.16954195499420166,0.17170675098896027,0.1824118196964264,0.17370770871639252,0.18552939593791962,0.17562337219715118,0.1830345243215561,0.17619891464710236,0.17697857320308685,0.172553151845932,0.17387856543064117,0.1829507052898407,0.17538130283355713,0.18566925823688507,0.175730362534523,0.19404053688049316,0.17585624754428864,0.17630808055400848,0.19777148962020874,0.1748449057340622,0.225,0.17381030321121216,0.16881273686885834,0.18409885466098785,0.17237064242362976,0.1729171723127365,0.1729728877544403,0.1776760071516037,0.18678703904151917,0.17042501270771027,0.17786213755607605,0.18903401494026184,0.16208913922309875,0.17764873802661896,0.16031645238399506,0.17896923422813416,0.17580576241016388,0.18929129838943481,0.17951776087284088,0.17651110887527466,0.17486052215099335,0.16955150663852692,0.18561065196990967,0.16032984852790833,0.15577971935272217,0.1666390746831894,0.17992544174194336,0.17322780191898346,0.19366082549095154,0.177643820643425,0.179303377866745,0.17221197485923767,0.18231326341629028,0.1859612762928009,0.1640748232603073,0.1757088303565979,0.1720619946718216,0.17688481509685516
Healthy snacks that satisfy sugar cravings.,0.7570304870605469,0.7617143988609314,0.9,0.7599906921386719,0.7722930312156677,0.34767284989356995,0.33560872077941895,0.35737472772598267,0.3728674650192261,0.37738344073295593,0.38365137577056885,0.36999407410621643,0.3655950129032135,0.35694703459739685,0.3766312599182129,0.39233845472335815,0.3607718050479889,0.3869011104106903,0.45,0.3869791328907013,0.3930644094944,0.3793726861476898,0.35832566022872925,0.3773847818374634,0.3650931417942047,0.18105649948120117,0.16445088386535645,0.16487303376197815,0.17421238124370575,0.1804574728012085,0.18763352930545807,0.17467056214809418,0.17372578382492065,0.18314839899539948,0.17343676090240479,0.1503775715827942,0.19542893767356873,0.19061176478862762,0.1774260401725769,0.17287378013134003,0.16523146629333496,0.1802792102098465,0.16134832799434662,0.18814632296562195,0.1770523488521576,0.16533133387565613,0.16942761838436127,0.1759321689605713,0.18420220911502838,0.18253222107887268,0.17066149413585663,0.1881876140832901,0.16990673542022705,0.18721811473369598,0.1807132214307785,0.18113870918750763,0.16011443734169006,0.17704923450946808,0.17277352511882782,0.17898030579090118,0.160690575838089,0.17168226838111877,0.17022910714149475,0.15203611552715302,0.18178263306617737,0.16480866074562073,0.175822913646698,0.1619236320257187,0.18477579951286316,0.18564023077487946,0.18886370956897736,0.17735762894153595,0.1648077815771103,0.17188528180122375,0.16709469258785248,0.1823267638683319,0.17513908445835114,0.1630604863166809,0.17883890867233276,0.17537279427051544,0.18097159266471863,0.171123206615448,0.1800972819328308,0.16840475797653198,0.17720408737659454,0.19135677814483643,0.1728558987379074,0.225,0.17591294646263123,0.18061573803424835,0.1925036758184433,0.16672030091285706,0.17512767016887665,0.17684593796730042,0.17217132449150085,0.1816565990447998,0.18205976486206055,0.16860710084438324,0.18906578421592712,0.15967810153961182,0.1845589429140091,0.16696138679981232,0.1666744500398636,0.1797119677066803,0.19203248620033264,0.17289456725120544,0.1789253205060959,0.1664833277463913,0.18126027286052704,0.18698419630527496,0.1629849672317505,0.17587555944919586,0.16650556027889252,0.17407970130443573,0.17722946405410767,0.18867896497249603,0.1784556657075882,0.16656364500522614,0.17036743462085724,0.17005854845046997,0.16532450914382935,0.16829529404640198,0.17158164083957672,0.1753588765859604,0.17641286551952362
Give me a 'ladder' of exposure therapy challenges for fear of public speaking.,0.8304845094680786,0.7899895310401917,0.9,0.830466091632843,0.8364197611808777,0.3878011107444763,0.37582340836524963,0.3944026827812195,0.40131136775016785,0.3719649910926819,0.41587555408477783,0.410434752702713,0.39188897609710693,0.39270928502082825,0.40816280245780945,0.39560070633888245,0.3951217234134674,0.3945455849170685,0.45,0.4044438898563385,0.42096349596977234,0.41884106397628784,0.3921429514884949,0.412183940410614,0.4062969386577606,0.16964176297187805,0.17437933385372162,0.182772696018219,0.18621450662612915,0.19336560368537903,0.2011995017528534,0.19487354159355164,0.18582375347614288,0.18410725891590118,0.194229394197464,0.16943320631980896,0.18469452857971191,0.20426061749458313,0.1844688057899475,0.19008584320545197,0.1683419942855835,0.20040097832679749,0.1749846488237381,0.19402095675468445,0.19982251524925232,0.18233895301818848,0.18301689624786377,0.18678782880306244,0.1921447068452835,0.19802626967430115,0.1895577758550644,0.20514358580112457,0.17123880982398987,0.18101222813129425,0.19251520931720734,0.19810470938682556,0.18136242032051086,0.1869698315858841,0.19270901381969452,0.19060496985912323,0.17630718648433685,0.18150480091571808,0.19194839894771576,0.1816866397857666,0.18828681111335754,0.18934278190135956,0.19500909745693207,0.16843289136886597,0.19635605812072754,0.20383481681346893,0.19460618495941162,0.2009386569261551,0.19514083862304688,0.1911991685628891,0.1745336651802063,0.20529933273792267,0.1942003220319748,0.1801384687423706,0.19203035533428192,0.19070611894130707,0.19517384469509125,0.18531228601932526,0.186775341629982,0.17786842584609985,0.1993759721517563,0.19516530632972717,0.19076499342918396,0.19213666021823883,0.19667556881904602,0.19298534095287323,0.1858307123184204,0.18356509506702423,0.18889182806015015,0.1896030157804489,0.19250109791755676,0.1994607299566269,0.1855458766222,0.18352580070495605,0.1967967450618744,0.1640714406967163,0.20221950113773346,0.1941499412059784,0.19204333424568176,0.18908733129501343,0.225,0.19346939027309418,0.20467451214790344,0.1808668076992035,0.18819643557071686,0.17213313281536102,0.1804700493812561,0.1917741745710373,0.1951632797718048,0.1863635629415512,0.19209080934524536,0.1852063536643982,0.18375954031944275,0.18218331038951874,0.1958976835012436,0.18466255068778992,0.19215697050094604,0.18337242305278778,0.1922001987695694,0.18629483878612518,0.18932396173477173
